degree,coef0,gamma,cost,nu,dev
1,2.5,0.25,4,0.2,0.389271211078235
2,2.5,0.25,4,0.2,0.508794959156436
4,5,0.4,16,0.1,-0.00161334849131856
2,2.5,0.35,64,0.1,0.388153991805169
3,2.5,0.25,4,0.2,0.513794501661405
5,2.5,0.15,8,0.2,0.354346133090238
1,5,0.15,8,0.2,0.38849032553072
2,5,0.15,8,0.2,0.512884995826841
3,5,0.15,8,0.2,0.53163597913149
3,2.5,0.35,64,0.1,0.300568783557017
4,5,0.3,128,0.1,-0.185634736958374
4,2.5,0.25,4,0.2,0.451405607683445
5,2.5,0.3,0.5,0.3,0.422817273427784
1,5,0.3,0.5,0.3,0.421479144078605
2,5,0.3,0.5,0.3,0.581285458111195
5,0,0.4,32,0.1,-0.569661733863095
1,2.5,0.4,32,0.1,0.294666181658886
3,5,0.3,0.5,0.3,0.581563708990391
2,2.5,0.4,32,0.1,0.390301804597071
5,5,0.4,0.25,0.3,0.265085649235623
1,-5,0.05,0.25,0.4,0.451594679331953
2,-5,0.05,0.25,0.4,-4.14623753957982
3,-5,0.05,0.25,0.4,-3.41027351839489
4,-5,0.05,0.25,0.4,-6.08999777719524
5,-5,0.05,0.25,0.4,-6.19251426916838
1,-2.5,0.05,0.25,0.4,0.45159717556214
2,-2.5,0.05,0.25,0.4,-3.80131085928741
3,-2.5,0.05,0.25,0.4,-2.97970974974898
4,-2.5,0.05,0.25,0.4,-6.18536525512115
5,-2.5,0.05,0.25,0.4,-4.64325086173495
1,0,0.05,0.25,0.4,0.451583524206907
2,0,0.05,0.25,0.4,0.251707355893267
3,0,0.05,0.25,0.4,0.139098724080593
4,0,0.05,0.25,0.4,0.0650004186057729
5,0,0.05,0.25,0.4,0.0416159238208826
1,2.5,0.05,0.25,0.4,0.451550696118524
2,2.5,0.05,0.25,0.4,0.486397220842875
3,2.5,0.05,0.25,0.4,0.568486920972929
4,2.5,0.05,0.25,0.4,0.625371125590648
5,2.5,0.05,0.25,0.4,0.631664137886202
1,5,0.05,0.25,0.4,0.451594678799683
2,5,0.05,0.25,0.4,0.482910081128483
3,5,0.05,0.25,0.4,0.595825715482077
4,5,0.05,0.25,0.4,0.633287547619394
4,5,0.15,8,0.2,0.440603249550849
5,5,0.05,0.25,0.4,0.633637188907413
1,-5,0.1,0.25,0.4,0.456297042022641
2,-5,0.1,0.25,0.4,-5.59572439784554
3,-5,0.1,0.25,0.4,-4.29198843837674
4,-5,0.1,0.25,0.4,-7.66461573959572
5,-5,0.1,0.25,0.4,-7.0650095946549
1,-2.5,0.1,0.25,0.4,0.456289893992348
2,-2.5,0.1,0.25,0.4,-5.21801238428749
3,-2.5,0.1,0.25,0.4,-3.84712556397898
4,-2.5,0.1,0.25,0.4,-5.38769111680177
5,-2.5,0.1,0.25,0.4,-5.73583567450875
1,0,0.1,0.25,0.4,0.45632503192547
2,0,0.1,0.25,0.4,0.470380184377749
3,0,0.1,0.25,0.4,0.354845896667501
4,0,0.1,0.25,0.4,0.225598626253598
5,0,0.1,0.25,0.4,0.154485557975717
1,2.5,0.1,0.25,0.4,0.456323817985759
2,2.5,0.1,0.25,0.4,0.537204754824487
3,2.5,0.1,0.25,0.4,0.623936716403433
4,2.5,0.1,0.25,0.4,0.631845189840942
5,5,0.4,16,0.1,-0.373580555159726
1,-5,0.05,16,0.2,0.389278208455543
2,-5,0.05,16,0.2,-7.2844661168897
3,-5,0.05,16,0.2,-6.33310518237823
4,-5,0.05,16,0.2,-9.41789273289949
3,2.5,0.4,32,0.1,0.338662114995304
5,-5,0.05,16,0.2,-9.56477451000705
1,-2.5,0.05,16,0.2,0.389193808809481
2,-2.5,0.05,16,0.2,-5.56653702481492
3,-2.5,0.05,16,0.2,-5.84142714472141
4,-2.5,0.05,16,0.2,-8.25356264311298
5,-2.5,0.05,16,0.2,-8.0534646878063
1,0,0.05,16,0.2,0.389142304660224
2,0,0.05,16,0.2,0.490522760731037
3,0,0.05,16,0.2,0.387752565840433
5,2.5,0.1,0.25,0.4,0.616598076911658
4,0,0.05,16,0.2,0.185941740035544
5,0,0.05,16,0.2,0.0416884224591979
1,5,0.1,0.25,0.4,0.456388948590795
1,2.5,0.05,16,0.2,0.389132805545212
2,5,0.1,0.25,0.4,0.531357240777859
2,2.5,0.05,16,0.2,0.50516060585368
3,5,0.1,0.25,0.4,0.628059026807127
5,5,0.4,1,0.2,0.0282303518819909
1,-5,0.05,1,0.3,0.425485444319734
2,-5,0.05,1,0.3,-5.88218851449683
3,2.5,0.05,16,0.2,0.523959277153274
3,-5,0.05,1,0.3,-4.27809795381338
4,-5,0.05,1,0.3,-6.64336147946357
5,-5,0.05,1,0.3,-7.21742979591705
1,-2.5,0.05,1,0.3,0.425486389427603
2,-2.5,0.05,1,0.3,-5.49972530101134
5,2.5,0.35,2,0.2,0.0480470019871786
3,-2.5,0.05,1,0.3,-3.81464326842378
1,5,0.35,2,0.2,0.388811367901702
4,-2.5,0.05,1,0.3,-5.61459381461256
5,-2.5,0.05,1,0.3,-5.80996570192962
1,0,0.05,1,0.3,0.42541693441174
2,0,0.05,1,0.3,0.368737364912971
3,0,0.05,1,0.3,0.170627760715963
2,5,0.35,2,0.2,0.509293211007251
4,0,0.05,1,0.3,0.0613218928599946
5,0,0.05,1,0.3,0.0307643407993594
1,2.5,0.05,1,0.3,0.425501717414152
2,2.5,0.05,1,0.3,0.487348186329777
4,5,0.1,0.25,0.4,0.638736164320145
3,2.5,0.05,1,0.3,0.554334641214795
4,2.5,0.05,1,0.3,0.574001224021901
5,2.5,0.05,1,0.3,0.583376628584509
1,5,0.05,1,0.3,0.425485445055252
2,5,0.05,1,0.3,0.484832265710916
3,5,0.05,1,0.3,0.57271425383136
4,2.5,0.05,16,0.2,0.526491787591817
4,5,0.3,0.5,0.3,0.51708357009666
4,5,0.05,1,0.3,0.5880260664436
4,2.5,0.35,64,0.1,-0.0605360847090308
3,5,0.35,2,0.2,0.512185112961772
5,5,0.3,128,0.1,-0.450657449242518
1,-5,0.35,128,0.1,0.294797065447788
2,-5,0.35,128,0.1,-9.29282072816958
3,-5,0.35,128,0.1,-10.874242830043
4,-5,0.35,128,0.1,-10.9865542303079
5,-5,0.35,128,0.1,-14.7749020400045
5,2.5,0.05,16,0.2,0.500612657926645
1,5,0.05,16,0.2,0.38927285008467
5,5,0.1,0.25,0.4,0.603635175718086
1,-2.5,0.35,128,0.1,0.294753132192384
2,-2.5,0.35,128,0.1,-8.6280898696523
2,5,0.05,16,0.2,0.504683134602068
3,-2.5,0.35,128,0.1,-5.81622389757152
1,-5,0.15,0.25,0.4,0.457635483095774
4,-2.5,0.35,128,0.1,-9.34948035961726
5,-2.5,0.35,128,0.1,-8.80034106534823
2,-5,0.15,0.25,0.4,-5.80813781440853
3,-5,0.15,0.25,0.4,-4.80449358903924
4,-5,0.15,0.25,0.4,-7.87089776818222
1,0,0.35,128,0.1,0.294544990356014
5,2.5,0.25,4,0.2,0.201320211188359
5,-5,0.15,0.25,0.4,-6.36518551184623
1,5,0.25,4,0.2,0.389239938470203
1,-2.5,0.15,0.25,0.4,0.457632021369789
2,-2.5,0.15,0.25,0.4,-4.34359993340018
5,5,0.05,1,0.3,0.571704644015829
3,-2.5,0.15,0.25,0.4,-4.3663860537388
1,-5,0.1,1,0.3,0.426148258256459
4,-2.5,0.15,0.25,0.4,-6.71771466151083
2,-5,0.1,1,0.3,-6.2541404798498
2,5,0.25,4,0.2,0.510036023472137
3,-5,0.1,1,0.3,-5.19074277280225
5,-2.5,0.15,0.25,0.4,-6.25016772205603
4,-5,0.1,1,0.3,-6.98092909056265
1,0,0.15,0.25,0.4,0.45755226704526
5,-5,0.1,1,0.3,-8.10765695849907
2,0,0.15,0.25,0.4,0.549735672113304
1,-2.5,0.1,1,0.3,0.426150594787418
3,0,0.15,0.25,0.4,0.475144529922229
2,-2.5,0.1,1,0.3,-4.72167018857925
3,-2.5,0.1,1,0.3,-4.71452534081268
4,0,0.15,0.25,0.4,0.432982021782021
4,-2.5,0.1,1,0.3,-5.93908693533321
5,0,0.15,0.25,0.4,0.359716464656766
5,-2.5,0.1,1,0.3,-6.73708351443575
1,2.5,0.15,0.25,0.4,0.457694891361123
1,0,0.1,1,0.3,0.426252708705478
2,0,0.1,1,0.3,0.523924050479257
2,2.5,0.15,0.25,0.4,0.572070335523069
3,0,0.1,1,0.3,0.423627700959967
4,0,0.1,1,0.3,0.330442758293669
3,2.5,0.15,0.25,0.4,0.633865848485305
5,0,0.1,1,0.3,0.209203884100732
1,2.5,0.1,1,0.3,0.426361453811244
2,2.5,0.1,1,0.3,0.538543605080248
3,2.5,0.1,1,0.3,0.572683891091244
3,5,0.05,16,0.2,0.52833374775524
4,2.5,0.15,0.25,0.4,0.634923842128102
2,0,0.35,128,0.1,0.374229577868562
4,2.5,0.1,1,0.3,0.581228042235487
5,2.5,0.15,0.25,0.4,0.591208204799469
1,5,0.15,0.25,0.4,0.457481932279481
2,5,0.15,0.25,0.4,0.570257759288781
3,5,0.15,0.25,0.4,0.635324232593767
5,2.5,0.1,1,0.3,0.542620143505659
1,5,0.1,1,0.3,0.426046348803937
2,5,0.1,1,0.3,0.538699291417641
3,5,0.1,1,0.3,0.58100585161253
3,5,0.25,4,0.2,0.51212008194912
4,5,0.15,0.25,0.4,0.613624890427405
4,2.5,0.4,32,0.1,-0.0531164337985122
3,0,0.35,128,0.1,0.3456699042177
4,5,0.1,1,0.3,0.582157119992351
4,5,0.05,16,0.2,0.507291136512905
4,5,0.35,2,0.2,0.369027711285819
5,5,0.15,8,0.2,0.191620060622721
1,-5,0.2,8,0.2,0.388658520911033
2,-5,0.2,8,0.2,-7.6384285036255
3,-5,0.2,8,0.2,-7.84030572412932
4,-5,0.2,8,0.2,-9.71243931823685
5,-5,0.2,8,0.2,-11.0954141131005
1,-2.5,0.2,8,0.2,0.388868781678472
2,-2.5,0.2,8,0.2,-5.89648989037283
3,-2.5,0.2,8,0.2,-7.33012107654458
4,-2.5,0.2,8,0.2,-7.20675100132026
5,-2.5,0.2,8,0.2,-7.54276237936985
1,0,0.2,8,0.2,0.388525749325035
2,0,0.2,8,0.2,0.504613235679558
3,0,0.2,8,0.2,0.518028781538958
4,0,0.2,8,0.2,0.487429826987507
5,0,0.2,8,0.2,0.431341428955279
1,2.5,0.2,8,0.2,0.388907477442854
5,2.5,0.35,64,0.1,-0.569741170478905
1,5,0.35,64,0.1,0.294729786839527
2,2.5,0.2,8,0.2,0.509715009715138
2,5,0.35,64,0.1,0.381561300660706
3,2.5,0.2,8,0.2,0.515706862531348
4,0,0.35,128,0.1,0.032469360481476
5,5,0.15,0.25,0.4,0.551990102712522
1,-5,0.2,0.25,0.4,0.454135882871005
2,-5,0.2,0.25,0.4,-5.95964686185837
3,-5,0.2,0.25,0.4,-5.1629837272135
4,-5,0.2,0.25,0.4,-6.76372161445655
5,-5,0.2,0.25,0.4,-6.58795470035292
1,-2.5,0.2,0.25,0.4,0.454130890634073
2,-2.5,0.2,0.25,0.4,-4.48162619833386
3,-2.5,0.2,0.25,0.4,-4.69351600484457
4,-2.5,0.2,0.25,0.4,-5.7337171960836
5,-2.5,0.2,0.25,0.4,-6.61813235337489
1,0,0.2,0.25,0.4,0.454214983790994
2,0,0.2,0.25,0.4,0.57623546338172
3,0,0.2,0.25,0.4,0.534265942758084
4,0,0.2,0.25,0.4,0.496888365844314
5,0,0.2,0.25,0.4,0.464824401144231
1,2.5,0.2,0.25,0.4,0.45412637935229
2,2.5,0.2,0.25,0.4,0.595549734467823
3,2.5,0.2,0.25,0.4,0.634942138092048
4,5,0.25,4,0.2,0.383269334577488
5,5,0.1,1,0.3,0.523996304880599
4,2.5,0.2,0.25,0.4,0.613652471137972
1,-5,0.15,1,0.3,0.421464169409463
2,-5,0.15,1,0.3,-6.47118492513945
3,-5,0.15,1,0.3,-5.73334089234595
4,-5,0.15,1,0.3,-8.55006374168896
5,-5,0.15,1,0.3,-8.65193928924528
1,-2.5,0.15,1,0.3,0.421419167420144
2,-2.5,0.15,1,0.3,-4.91032455760281
3,-2.5,0.15,1,0.3,-5.2511153860947
4,-2.5,0.15,1,0.3,-7.40371895823868
5,-2.5,0.15,1,0.3,-7.29693610327603
1,0,0.15,1,0.3,0.421493175181347
2,0,0.15,1,0.3,0.55180131818946
3,0,0.15,1,0.3,0.512417592254786
4,0,0.15,1,0.3,0.456423312197691
5,0,0.15,1,0.3,0.401598815653048
1,2.5,0.15,1,0.3,0.42147914407864
2,2.5,0.15,1,0.3,0.570448082207741
3,2.5,0.15,1,0.3,0.594063719424897
5,5,0.3,0.5,0.3,0.317820130756284
1,-5,0.35,0.5,0.3,0.421692206367682
2,-5,0.35,0.5,0.3,-5.32955422506029
3,-5,0.35,0.5,0.3,-6.37972032734598
4,-5,0.35,0.5,0.3,-7.24805904405194
5,-5,0.35,0.5,0.3,-9.3805500722945
1,-2.5,0.35,0.5,0.3,0.421604507877228
2,-2.5,0.35,0.5,0.3,-6.11661686456952
3,-2.5,0.35,0.5,0.3,-5.32610787105161
4,-2.5,0.35,0.5,0.3,-7.38811531994738
5,-2.5,0.35,0.5,0.3,-8.09625903217312
1,0,0.35,0.5,0.3,0.421530018964883
2,0,0.35,0.5,0.3,0.571294525529566
3,0,0.35,0.5,0.3,0.576955156725889
4,2.5,0.15,1,0.3,0.566328727494929
4,0,0.35,0.5,0.3,0.528360169498237
5,2.5,0.4,32,0.1,-0.542280139005613
1,5,0.4,32,0.1,0.294667806204597
5,0,0.35,0.5,0.3,0.447571657222704
1,2.5,0.35,0.5,0.3,0.421609104593362
2,2.5,0.35,0.5,0.3,0.581791181858852
4,2.5,0.2,8,0.2,0.434168845692316
3,2.5,0.35,0.5,0.3,0.575210220020568
5,2.5,0.2,0.25,0.4,0.548337077419279
1,5,0.2,0.25,0.4,0.454076973173189
2,5,0.2,0.25,0.4,0.595716451971959
2,5,0.4,32,0.1,0.389569563122929
3,5,0.2,0.25,0.4,0.640960918893617
3,5,0.35,64,0.1,0.301381320437379
5,5,0.05,16,0.2,0.358527972495733
1,-5,0.1,16,0.2,0.38912975075711
2,-5,0.1,16,0.2,-6.22781397660957
3,-5,0.1,16,0.2,-7.34998552988238
4,-5,0.1,16,0.2,-9.77754826629388
5,-5,0.1,16,0.2,-10.5923331649911
1,-2.5,0.1,16,0.2,0.388658520911033
2,-2.5,0.1,16,0.2,-7.25380326281125
3,-2.5,0.1,16,0.2,-6.82762761849796
4,-2.5,0.1,16,0.2,-8.57437490832854
5,-2.5,0.1,16,0.2,-5.93996129595592
1,0,0.1,16,0.2,0.388525749325035
2,0,0.1,16,0.2,0.49943173577928
3,0,0.1,16,0.2,0.511175100586768
4,0,0.1,16,0.2,0.437681521999015
5,0,0.1,16,0.2,0.376381504228878
1,2.5,0.1,16,0.2,0.388604946736194
2,2.5,0.1,16,0.2,0.514865381470801
4,5,0.2,0.25,0.4,0.604574249271774
3,2.5,0.1,16,0.2,0.540186187944906
5,2.5,0.15,1,0.3,0.507696610306713
1,5,0.15,1,0.3,0.421606274680286
2,5,0.15,1,0.3,0.569427220167395
4,2.5,0.35,0.5,0.3,0.508512643138641
3,5,0.15,1,0.3,0.59181842784383
5,0,0.35,128,0.1,-0.718902783634521
1,2.5,0.35,128,0.1,0.294482349369269
2,2.5,0.35,128,0.1,0.388397190745287
3,5,0.4,32,0.1,0.296097121153584
4,2.5,0.1,16,0.2,0.488830434611734
5,5,0.35,2,0.2,0.0298262901584433
1,-5,0.4,2,0.2,0.389236950789776
2,-5,0.4,2,0.2,-5.89648989037283
3,-5,0.4,2,0.2,-7.84032237359877
4,-5,0.4,2,0.2,-7.89582193069183
5,-5,0.4,2,0.2,-8.58225898088567
1,-2.5,0.4,2,0.2,0.389136851437809
2,-2.5,0.4,2,0.2,-6.76257005831091
3,-2.5,0.4,2,0.2,-7.24819506672373
4,-2.5,0.4,2,0.2,-7.93583933671318
5,-2.5,0.4,2,0.2,-7.7364643331226
1,0,0.4,2,0.2,0.389142304660224
2,0,0.4,2,0.2,0.504613235679558
4,5,0.15,1,0.3,0.550206645149883
3,0,0.4,2,0.2,0.524658087587032
4,0,0.4,2,0.2,0.424873246474649
3,2.5,0.35,128,0.1,0.310512633185668
4,5,0.35,64,0.1,-0.0652504821191371
5,2.5,0.2,8,0.2,0.228512073458271
1,5,0.2,8,0.2,0.388604946736194
2,5,0.2,8,0.2,0.511769289396126
5,5,0.25,4,0.2,0.0966241128880077
1,-5,0.3,4,0.2,0.388533044394266
2,-5,0.3,4,0.2,-7.46135594667364
3,-5,0.3,4,0.2,-6.52278118714401
4,-5,0.3,4,0.2,-9.48979070526348
5,-5,0.3,4,0.2,-11.209923612226
1,-2.5,0.3,4,0.2,0.388519786241534
2,-2.5,0.3,4,0.2,-7.02348559200831
3,-2.5,0.3,4,0.2,-6.10952711668285
4,-2.5,0.3,4,0.2,-8.2527057332885
5,-2.5,0.3,4,0.2,-6.05074813588473
1,0,0.3,4,0.2,0.388580631432796
2,0,0.3,4,0.2,0.505170896855116
3,0,0.3,4,0.2,0.526654790310582
4,5,0.4,32,0.1,-0.0582674202519968
4,0,0.3,4,0.2,0.454392015308666
3,5,0.2,8,0.2,0.502150356801478
5,2.5,0.1,16,0.2,0.410058345546598
1,5,0.1,16,0.2,0.388463169923974
5,5,0.2,0.25,0.4,0.521041610015932
1,-5,0.25,0.25,0.4,0.452014053008551
2,-5,0.25,0.25,0.4,-4.93492956785141
3,-5,0.25,0.25,0.4,-5.44578620012754
2,5,0.1,16,0.2,0.515369284325628
4,-5,0.25,0.25,0.4,-8.11977592139357
5,-5,0.25,0.25,0.4,-8.19640574941124
1,-2.5,0.25,0.25,0.4,0.452056126611294
2,-2.5,0.25,0.25,0.4,-5.66360859364084
3,-2.5,0.25,0.25,0.4,-4.9716859674206
4,-2.5,0.25,0.25,0.4,-5.84510123100889
5,-2.5,0.25,0.25,0.4,-6.24656309626836
1,0,0.25,0.25,0.4,0.452012459853237
2,0,0.25,0.25,0.4,0.599520902270535
3,0,0.25,0.25,0.4,0.57269165924788
4,0,0.25,0.25,0.4,0.532170171045536
5,0,0.25,0.25,0.4,0.508339937889237
1,2.5,0.25,0.25,0.4,0.452036143152842
2,2.5,0.25,0.25,0.4,0.614678589988379
3,2.5,0.25,0.25,0.4,0.64519558512645
5,2.5,0.35,0.5,0.3,0.344347120964732
1,5,0.35,0.5,0.3,0.421410913934878
2,5,0.35,0.5,0.3,0.58297606541584
4,2.5,0.25,0.25,0.4,0.60966902251482
3,5,0.35,0.5,0.3,0.576460705287785
3,5,0.1,16,0.2,0.549651123421979
5,0,0.4,2,0.2,0.269211749299903
1,2.5,0.4,2,0.2,0.389185118574868
2,2.5,0.4,2,0.2,0.508178780292457
5,0,0.3,4,0.2,0.339528615895611
1,2.5,0.3,4,0.2,0.388653306672707
2,2.5,0.3,4,0.2,0.508951508442348
3,2.5,0.4,2,0.2,0.514625268222588
5,5,0.15,1,0.3,0.455526218538457
1,-5,0.2,1,0.3,0.421777108583933
2,-5,0.2,1,0.3,-5.40729005719225
3,-5,0.2,1,0.3,-6.09617035847142
4,-5,0.2,1,0.3,-7.30615880360589
5,-5,0.2,1,0.3,-9.04123205396917
1,-2.5,0.2,1,0.3,0.421729857624121
2,-2.5,0.2,1,0.3,-5.04392392469619
3,-2.5,0.2,1,0.3,-5.59374362924594
4,-2.5,0.2,1,0.3,-6.29481669697115
5,-2.5,0.2,1,0.3,-7.69640058534156
1,0,0.2,1,0.3,0.421790857975702
2,0,0.2,1,0.3,0.562404319864274
3,0,0.2,1,0.3,0.554139986716891
4,2.5,0.35,128,0.1,-0.143705792355412
4,0,0.2,1,0.3,0.508057314818306
3,2.5,0.3,4,0.2,0.513360913250023
5,0,0.2,1,0.3,0.472638735148256
1,2.5,0.2,1,0.3,0.421760861385924
2,2.5,0.2,1,0.3,0.580603220931215
3,2.5,0.2,1,0.3,0.593712891254757
4,2.5,0.2,1,0.3,0.543150393861089
4,5,0.35,0.5,0.3,0.487844360482156
5,5,0.35,64,0.1,-0.444157743739699
1,-5,0.4,64,0.1,0.294501557504909
2,-5,0.4,64,0.1,-8.93381964072983
3,-5,0.4,64,0.1,-10.7010607728986
4,-5,0.4,64,0.1,-10.6234486183683
5,-5,0.4,64,0.1,-14.5143024257636
1,-2.5,0.4,64,0.1,0.2946609651392
4,5,0.2,8,0.2,0.398525164569652
2,-2.5,0.4,64,0.1,-8.25783682532754
3,-2.5,0.4,64,0.1,-6.98774568034182
4,-2.5,0.4,64,0.1,-8.93337071704931
5,-2.5,0.4,64,0.1,-8.48707115064097
1,0,0.4,64,0.1,0.294683336064059
2,0,0.4,64,0.1,0.375925325777427
4,5,0.1,16,0.2,0.449356669437678
5,5,0.4,32,0.1,-0.417513866858564
1,-5,0.05,32,0.2,0.388557075079269
2,-5,0.05,32,0.2,-7.66996013635153
3,-5,0.05,32,0.2,-6.83186510176151
4,-5,0.05,32,0.2,-9.80151518440968
5,-5,0.05,32,0.2,-10.0699231415491
1,-2.5,0.05,32,0.2,0.38912975075711
2,-2.5,0.05,32,0.2,-5.89714108621119
3,-2.5,0.05,32,0.2,-6.34561815061299
4,-2.5,0.05,32,0.2,-8.63455916080853
5,-2.5,0.05,32,0.2,-8.56123464755988
4,2.5,0.4,2,0.2,0.375007753533115
1,0,0.05,32,0.2,0.388525749325035
2,0,0.05,32,0.2,0.496267909200999
3,0,0.05,32,0.2,0.442635988069145
4,0,0.05,32,0.2,0.300714342823166
5,0,0.05,32,0.2,0.089359838059606
1,2.5,0.05,32,0.2,0.388463169923974
2,2.5,0.05,32,0.2,0.507757557907704
5,2.5,0.25,0.25,0.4,0.517138561090056
1,5,0.25,0.25,0.4,0.45208148313072
2,5,0.25,0.25,0.4,0.616581054942931
3,2.5,0.05,32,0.2,0.536154370634115
3,5,0.25,0.25,0.4,0.643918630936035
4,2.5,0.3,4,0.2,0.410345370066571
3,0,0.4,64,0.1,0.364387539201458
4,2.5,0.05,32,0.2,0.519741989441671
4,5,0.25,0.25,0.4,0.595888524648855
5,2.5,0.35,128,0.1,-0.557468599651267
1,5,0.35,128,0.1,0.294950484954819
2,5,0.35,128,0.1,0.377829726677316
5,2.5,0.05,32,0.2,0.477512364184117
1,5,0.05,32,0.2,0.388901501422575
2,5,0.05,32,0.2,0.506807502765016
5,2.5,0.2,1,0.3,0.474849978137457
1,5,0.2,1,0.3,0.421956456203584
2,5,0.2,1,0.3,0.578830603392675
4,0,0.4,64,0.1,0.0662370296419021
3,5,0.2,1,0.3,0.587256748418888
3,5,0.05,32,0.2,0.536283364254641
5,5,0.1,16,0.2,0.205625697917646
1,-5,0.15,16,0.2,0.387917464583982
2,-5,0.15,16,0.2,-7.8588468551148
3,-5,0.15,16,0.2,-7.93194428755123
4,-5,0.15,16,0.2,-9.96505571626123
5,-5,0.15,16,0.2,-11.2022267914956
1,-2.5,0.15,16,0.2,0.38894330957378
2,-2.5,0.15,16,0.2,-7.46135594667364
3,-2.5,0.15,16,0.2,-6.17575011178492
4,-2.5,0.15,16,0.2,-8.7396298012147
5,-2.5,0.15,16,0.2,-9.66214186660632
1,0,0.15,16,0.2,0.388759720448981
2,0,0.15,16,0.2,0.505122614114381
4,5,0.2,1,0.3,0.541232947601743
3,0,0.15,16,0.2,0.518237394427807
5,5,0.2,8,0.2,0.106757396256383
1,-5,0.25,8,0.2,0.388793676606914
2,-5,0.25,8,0.2,-7.74953497204165
3,-5,0.25,8,0.2,-8.17043960542728
4,-5,0.25,8,0.2,-9.79590345774457
5,-5,0.25,8,0.2,-6.89670705093428
1,-2.5,0.25,8,0.2,0.389050529470808
4,0,0.15,16,0.2,0.480615298425238
2,-2.5,0.25,8,0.2,-7.32442294907287
3,-2.5,0.25,8,0.2,-7.62988070705266
4,-2.5,0.25,8,0.2,-8.56045791338633
5,-2.5,0.25,8,0.2,-7.79869372019857
1,0,0.25,8,0.2,0.388380842980539
2,0,0.25,8,0.2,0.507645405165384
5,2.5,0.4,2,0.2,-0.0383831245425499
1,5,0.4,2,0.2,0.389208939897422
5,0,0.15,16,0.2,0.435186849528934
1,2.5,0.15,16,0.2,0.388897012972688
2,5,0.4,2,0.2,0.509715009715138
2,2.5,0.15,16,0.2,0.51059935310893
3,0,0.25,8,0.2,0.525876137995215
4,5,0.05,32,0.2,0.482170345963162
4,0,0.25,8,0.2,0.455050326918317
3,5,0.35,128,0.1,0.285995584439861
5,2.5,0.3,4,0.2,0.0894769275242208
1,5,0.3,4,0.2,0.388632381766341
2,5,0.3,4,0.2,0.510405060778993
3,2.5,0.15,16,0.2,0.513685502439359
5,0,0.4,64,0.1,-0.665112516590022
1,2.5,0.4,64,0.1,0.294652446707595
5,5,0.35,0.5,0.3,0.238328341049647
1,-5,0.4,0.5,0.3,0.421729857624121
2,-5,0.4,0.5,0.3,-5.38680918684876
3,-5,0.4,0.5,0.3,-6.55533402424088
4,-5,0.4,0.5,0.3,-7.3225465331236
5,-5,0.4,0.5,0.3,-9.56331924329887
1,-2.5,0.4,0.5,0.3,0.421759255543247
2,-2.5,0.4,0.5,0.3,-6.17459428094084
3,-2.5,0.4,0.5,0.3,-5.43614336816291
4,-2.5,0.4,0.5,0.3,-7.43650182137508
5,-2.5,0.4,0.5,0.3,-8.31897807383971
1,0,0.4,0.5,0.3,0.421790857975702
2,0,0.4,0.5,0.3,0.573414964834866
3,5,0.4,2,0.2,0.511870997860816
2,2.5,0.4,64,0.1,0.38652403097164
3,0,0.4,0.5,0.3,0.579373048956545
4,0,0.4,0.5,0.3,0.507692607171742
5,5,0.25,0.25,0.4,0.471149878112818
1,-5,0.3,0.25,0.4,0.451562484347019
2,-5,0.3,0.25,0.4,-6.16352499175939
3,-5,0.3,0.25,0.4,-5.66062535883944
4,-5,0.3,0.25,0.4,-8.19937794232798
5,-5,0.3,0.25,0.4,-8.43613647804797
1,-2.5,0.3,0.25,0.4,0.451580178377139
2,-2.5,0.3,0.25,0.4,-4.66956622462646
3,-2.5,0.3,0.25,0.4,-4.93381530079529
4,-2.5,0.3,0.25,0.4,-5.94415499564646
5,-2.5,0.3,0.25,0.4,-6.37628246730728
1,0,0.3,0.25,0.4,0.451548282465831
2,0,0.3,0.25,0.4,0.603611766327407
3,0,0.3,0.25,0.4,0.588039891674496
5,0,0.25,8,0.2,0.349371675600208
1,2.5,0.25,8,0.2,0.388604766712109
4,0,0.3,0.25,0.4,0.561983396829542
3,5,0.3,4,0.2,0.507603746266109
2,2.5,0.25,8,0.2,0.50857638321149
5,0,0.3,0.25,0.4,0.518657839252176
1,2.5,0.3,0.25,0.4,0.451527623225762
2,2.5,0.3,0.25,0.4,0.621471585790227
3,2.5,0.3,0.25,0.4,0.638701502958559
4,2.5,0.3,0.25,0.4,0.582248010006871
3,2.5,0.25,8,0.2,0.510029910321495
5,0,0.4,0.5,0.3,0.417168177572476
1,2.5,0.4,0.5,0.3,0.421902014199945
2,2.5,0.4,0.5,0.3,0.584737674788811
4,2.5,0.15,16,0.2,0.457633513391612
3,2.5,0.4,0.5,0.3,0.575024923375888
3,2.5,0.4,64,0.1,0.281893039707869
4,5,0.35,128,0.1,-0.336807154574775
4,5,0.4,2,0.2,0.346640756300178
5,5,0.05,32,0.2,0.406430630059449
1,-5,0.1,32,0.2,0.389056014588241
2,-5,0.1,32,0.2,-6.55852218670382
3,-5,0.1,32,0.2,-5.47916761156922
4,-5,0.1,32,0.2,-10.1585445828807
5,-5,0.1,32,0.2,-11.1001090720671
1,-2.5,0.1,32,0.2,0.389294570642157
2,-2.5,0.1,32,0.2,-7.6384285036255
3,-2.5,0.1,32,0.2,-7.33393217674102
4,-2.5,0.1,32,0.2,-8.95372983572449
5,-2.5,0.1,32,0.2,-9.56716433271748
